method,path,domain,wire_kind,document_source,runtime_authority,comparison_status,target_task
POST,/memory/items/{id}/reject,identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
GET,/memory/settings,identity,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
PUT,/memory/settings,identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
GET,/memory/topics,identity,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
DELETE,/memory/topics/{id},identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
POST,/memory/topics/{id}/promote,identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
DELETE,/messages/{session_id}/{id},identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
GET,/messages/{session_id}/load,identity,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
GET,/messages/chat-history-stats,identity,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
POST,/messages/search,identity,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T03
GET,/models,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/models,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
DELETE,/models/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/models/{id},configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
PUT,/models/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/models/providers,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/models/weknoracloud/status,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/organizations,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
DELETE,/organizations/{id},organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id},organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
PUT,/organizations/{id},organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/agent-shares,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/{id}/invite,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/{id}/invite-code,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/join-requests,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
PUT,/organizations/{id}/join-requests/{request_id}/review,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/{id}/leave,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/members,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
DELETE,/organizations/{id}/members/{tenant_id},organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
PUT,/organizations/{id}/members/{tenant_id},organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/{id}/request-upgrade,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/search-tenants,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/search-users,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/shared-agents,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/shared-knowledge-bases,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/{id}/shares,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/join,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/join-by-id,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
POST,/organizations/join-request,organization,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/preview/{code},organization,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/organizations/search,organization,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16
GET,/sandbox-configs,sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
POST,/sandbox-configs,sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
DELETE,/sandbox-configs/{id},sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id},sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
PUT,/sandbox-configs/{id},sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/sandboxes,sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills,sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
POST,/sandbox-configs/{id}/skills,sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
DELETE,/sandbox-configs/{id}/skills/{skillId},sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills/{skillId},sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
PATCH,/sandbox-configs/{id}/skills/{skillId},sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills/{skillId}/files,sandbox,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills/{skillId}/files/content,sandbox,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills/{skillId}/install-events,sandbox,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
POST,/sandbox-configs/{id}/skills/{skillId}/reinstall,sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
POST,/sandbox-configs/{id}/skills/{skillId}/stop,sandbox,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sandbox-configs/{id}/skills/{skillId}/transcript,sandbox,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T14
GET,/sessions,chat,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
DELETE,/sessions/{id},chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/{id},chat,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
PUT,/sessions/{id},chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
DELETE,/sessions/{id}/messages,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
DELETE,/sessions/{id}/pin,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/{session_id}/artifacts,chat,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/{session_id}/messages/{message_id}/artifacts,chat,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/{session_id}/messages/{message_id}/artifacts/{index}/download,chat,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/{session_id}/messages/{message_id}/suggestions,chat,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions/{session_id}/messages/{message_id}/suggestions,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions/{session_id}/pin,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions/{session_id}/stop,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions/{session_id}/suggestion-events,chat,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
POST,/sessions/{session_id}/title,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
DELETE,/sessions/batch,chat,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/sessions/continue-stream/{session_id},chat,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T10-T13
GET,/shared-agents,other,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
GET,/shared-knowledge-bases,other,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
GET,/skills,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/skills/catalog,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/skills/catalog,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
DELETE,/skills/catalog/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/skills/catalog/{id}/files,configuration,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/skills/catalog/{id}/files/content,configuration,blob-or-file,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/skills/catalog/{id}/install,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/storage-backends,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/storage-backends,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
DELETE,/storage-backends/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/storage-backends/{id},configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
PUT,/storage-backends/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
PUT,/storage-backends/{id}/default,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/storage-backends/{id}/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/storage-backends/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/storage-backends/types,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/system/admin/api-keys,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/api-keys,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
DELETE,/system/admin/api-keys/{key_id},system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/admin/audit-log,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/admin/list,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/promote,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/revoke,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/admin/runtime/queues,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
DELETE,/system/admin/runtime/queues/{queue}/archived,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/admin/runtime/queues/{queue}/tasks,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/runtime/queues/{queue}/tasks/{task_id}/actions/{action},system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
DELETE,/system/admin/settings/{key},system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/admin/settings/{key},system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
PUT,/system/admin/settings/{key},system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/tenants/apply-default-storage-quota,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/users/create,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/admin/users/reset-password,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/capabilities,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/docreader/reconnect,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/info,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/parser-engines,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/parser-engines/check,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/sandbox-check,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
POST,/system/storage-engine-check,system,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/system/storage-engine-status,system,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T16/T17
GET,/tenants,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
DELETE,/tenants/{id},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/{id},tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
PUT,/tenants/{id},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/{id}/api-principal-config,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
PUT,/tenants/{id}/api-principal-config,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants/{id}/api-principal-test-token,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/{id}/audit-log,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/{id}/invitations,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants/{id}/invitations,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
DELETE,/tenants/{id}/invitations/{inv_id},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants/{id}/invite-links,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants/{id}/leave,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/{id}/members,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
POST,/tenants/{id}/members,tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
DELETE,/tenants/{id}/members/{user_id},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
PUT,/tenants/{id}/members/{user_id},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/all,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/kv/{key},tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
PUT,/tenants/kv/{key},tenant,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/kv/prompt-templates,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/kv/web-search-config,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/tenants/search,tenant,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T04/T16
GET,/user/favorites,other,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
POST,/user/favorites,other,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
DELETE,/user/favorites/{type}/{id},other,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
GET,/vector-stores,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/vector-stores,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
DELETE,/vector-stores/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/vector-stores/{id},configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
PUT,/vector-stores/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/vector-stores/{id}/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/vector-stores/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/vector-stores/types,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
DELETE,/web-search-providers/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/web-search-providers/{id},configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
PUT,/web-search-providers/{id},configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/web-search-providers/{id}/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/web-search-providers/test,configuration,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/web-search-providers/types,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
GET,/web-search/providers,configuration,read,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T15/T17
POST,/wechat/qrcode,other,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
POST,/wechat/qrcode/status,other,sse-or-event,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
POST,/weknoracloud/credentials,other,mutation,swagger-2.0,internal/router/routes_*.go + handler annotation,requires-handler-dto-permission-review,T01 follow-up
